species	tissue_class	tissue_type	cell_name	marker	symbol	marker_source
Mouse	Brain	Brain	CCK basket cell	Sh3bp4	Sh3bp4	Single-cell sequencing
Mouse	Brain	Brain	Basket cell	1190002N15Rik	Dipk2a	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Ctxn2	Ctxn2	Single-cell sequencing
Mouse	Brain	Brain	Basket cell	Hapln4	Hapln4	Single-cell sequencing
Mouse	Brain	Brain	Interneuron-selective cell	Kcnh3	Kcnh3	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Ass1	Ass1	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Dbpht2	Dbpht2	Single-cell sequencing
Mouse	Brain	Brain	CCK basket cell	Eif2c2	Ago2	Single-cell sequencing
Mouse	Brain	Brain	Basket cell	Nog	Nog	Single-cell sequencing
Mouse	Brain	Brain	Martinotti cell	Reln	Reln	Single-cell sequencing
Mouse	Brain	Brain	Chandelier cell	Thbs1	Thbs1	Single-cell sequencing
Mouse	Brain	Brain	Martinotti cell	Ano3	Ano3	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Rbp1	Rbp1	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Arl4a	Arl4a	Single-cell sequencing
Mouse	Brain	Brain	Chandelier cell	Tgfb3	Tgfb3	Single-cell sequencing
Mouse	Brain	Brain	Basket cell	Mitf	Mitf	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Sfrp1	Sfrp1	Single-cell sequencing
Mouse	Brain	Brain	Chandelier cell	Epb4.1l4a	Epb41l4a	Single-cell sequencing
Mouse	Brain	Brain	Chandelier cell	Vcan	Vcan	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Dpy19l1	Dpy19l1	Single-cell sequencing
Mouse	Brain	Brain	Interneuron-selective cell	Lrrc3b	Lrrc3b	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Ndrg1	Ndrg1	Single-cell sequencing
Mouse	Brain	Brain	Interneuron-selective cell	Rasd2	Rasd2	Single-cell sequencing
Mouse	Brain	Brain	Interneuron-selective cell	Miat	Miat	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Adamts16	Adamts16	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Arhgdig	Arhgdig	Single-cell sequencing
Mouse	Brain	Brain	Basket cell	Etv6	Etv6	Single-cell sequencing
Mouse	Brain	Brain	Long-projecting GABAergic cell	Ptn	Ptn	Single-cell sequencing
Mouse	Brain	Brain	Martinotti cell	Hopx	Hopx	Single-cell sequencing
Mouse	Brain	Brain	CCK basket cell	Slc25a29	Slc25a29	Single-cell sequencing
Mouse	Brain	Brain	Martinotti cell	Slc30a3	Slc30a3	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	3632451O06Rik	Armh4	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Syt1	Syt1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Vtn	Vtn	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Ly6h	Ly6h	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Slc2a1	Slc2a1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Ttc3	Ttc3	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Arhgap29	Arhgap29	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Tpm2	Tpm2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Evi2a	Evi2a	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Mylk	Mylk	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Lsr	Lsr	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Kank3	Kank3	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Stmn4	Stmn4	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Fut9	Fut9	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Grb14	Grb14	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	AF251705		Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	9430020K01Rik	Jcad	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Kif5c	Kif5c	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Cx3cr1	Cx3cr1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Slc12a2	Slc12a2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Pcp4	Pcp4	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Gm3764	Gm3764	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Dynll2	Dynll2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Lgi3	Lgi3	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Rap1gap	Rap1gap	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tmeff2	Tmeff2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Fbxl16	Fbxl16	Single-cell sequencing
Mouse	Brain	Brain	Neuron	S100b	S100b	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Plekhh1	Plekhh1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Kif5a	Kif5a	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Sox10	Sox10	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Apod	Apod	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Phldb2	Phldb2	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Ntsr2	Ntsr2	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Paqr7	Paqr7	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Agt	Agt	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	G0s2	G0s2	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Gm9925	Gm9925	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Nbl1	Nbl1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Gjc3	Gjc3	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Atp1b1	Atp1b1	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Cd37	Cd37	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ramp2	Ramp2	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	4632428N05Rik	Vsir	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Stmn3	Stmn3	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ly6a	Ly6a	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Emcn	Emcn	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Ppfibp1	Ppfibp1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Map1b	Map1b	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Htra1	Htra1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Trim9	Trim9	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Sh3bp4	Sh3bp4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Cdo1	Cdo1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Lpar1	Lpar1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Cldn10	Cldn10	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Sox9	Sox9	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Ptpre	Ptpre	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Cd68	Cd68	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Map1a	Map1a	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Klf2	Klf2	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Olfml3	Olfml3	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Tnr	Tnr	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ptprb	Ptprb	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Vcan	Vcan	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Sgms1	Sgms1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Gm21984		Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Fcer1g	Fcer1g	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Fcrls	Fcrls	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Atp1b2	Atp1b2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Hap1	Hap1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Stmn2	Stmn2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Ccp110	Ccp110	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Higd1b	Higd1b	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Mafb	Mafb	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Rgs4	Rgs4	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Gng13	Gng13	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Itgam	Itgam	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Pecam1	Pecam1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Dclk1	Dclk1	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Paqr5	Paqr5	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Cldn11	Cldn11	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Hspb1	Hspb1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Aspa	Aspa	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Pdgfra	Pdgfra	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Ly86	Ly86	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc7a10	Slc7a10	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Ndrg1	Ndrg1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Gja1	Gja1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Plcd4	Plcd4	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Tm4sf1	Tm4sf1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Myo1b	Myo1b	Single-cell sequencing
Mouse	Brain	Brain	Neuron	A030009H04Rik	Rnf227	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Cntn2	Cntn2	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	C1qc	C1qc	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Mfge8	Mfge8	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Mog	Mog	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Rgs5	Rgs5	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tmem88b	Tmem88b	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	P2ry13	P2ry13	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Siglech	Siglech	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Nrsn1	Nrsn1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc4a4	Slc4a4	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Slco2b1	Slco2b1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Hpcal4	Hpcal4	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	C1qb	C1qb	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Acsl6	Acsl6	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Sfrs18	Pnisr	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Qpct	Qpct	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Ppp1r14a	Ppp1r14a	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Csf1r	Csf1r	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Igfbp7	Igfbp7	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Enpp2	Enpp2	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Colec12	Colec12	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Ndufa4l2	Ndufa4l2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tnfaip6	Tnfaip6	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Cald1	Cald1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Gjb6	Gjb6	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Galnt6	Galnt6	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Podxl	Podxl	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Lrrn1	Lrrn1	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Abcg2	Abcg2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tspan2	Tspan2	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Serping1	Serping1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	S1pr3	S1pr3	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Laptm5	Laptm5	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Cnih2	Cnih2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tubb4a	Tubb4a	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Snrpn	Snrpn	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Trem2	Trem2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Sema3d	Sema3d	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Ccr5	Ccr5	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Pdgfrb	Pdgfrb	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Ltc4s	Ltc4s	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Arf3	Arf3	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	S1pr1	S1pr1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	S1pr5	S1pr5	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Rph3a	Rph3a	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Hspb1	Hspb1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Gria4	Gria4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Gjc3	Gjc3	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Ncf1	Ncf1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc6a1	Slc6a1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Pls1	Pls1	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Egfl7	Egfl7	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Josd2	Josd2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Pllp	Pllp	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Ptplb	Hacd2	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Myh11	Myh11	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Slc19a1	Slc19a1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Sez6	Sez6	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Mir143hg	Carmn	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Snap25	Snap25	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Slc9a3r2	Slc9a3r2	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Pltp	Pltp	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Trf	Trf	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Cp	Cp	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tmem125	Tmem125	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Ifitm1	Ifitm1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc7a11	Slc7a11	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Fgfr3	Fgfr3	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Tmem119	Tmem119	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Ddhd1	Ddhd1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Camk2a	Camk2a	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Ermn	Ermn	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Cacng4	Cacng4	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Tm4sf1	Tm4sf1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Lmod1	Lmod1	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Esam	Esam	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Kcnj8	Kcnj8	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Mag	Mag	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Irf8	Irf8	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Crip1	Crip1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Cspg4	Cspg4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Efnb3	Efnb3	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Bex2	Bex2	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Sdpr	Cavin2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Nrgn	Nrgn	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Ctxn1	Ctxn1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Gjc2	Gjc2	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Il6ra	Il6ra	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc39a12	Slc39a12	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Fzd2	Fzd2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Unc13c	Unc13c	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Slc35f1	Slc35f1	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	C1qa	C1qa	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Gria3	Gria3	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	C1ql1	C1ql1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Olig1	Olig1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Phlda1	Phlda1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Pllp	Pllp	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Id4	Id4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Epn2	Epn2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Atp1a3	Atp1a3	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Gpld1	Gpld1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Bcan	Bcan	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Foxq1	Foxq1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Traf4	Traf4	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Kitl	Kitl	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Fn1	Fn1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Acsl3	Acsl3	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Filip1l	Filip1l	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Ugt8a	Ugt8a	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Hmha1	Arhgap45	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Celf4	Celf4	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Mpeg1	Mpeg1	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Abi3	Abi3	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Opalin	Opalin	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ctla2a	Ctla2a	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Matn4	Matn4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Snx22	Snx22	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Enpp2	Enpp2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Sepw1	Selenow	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Lair1	Lair1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Igf2	Igf2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Pex5l	Pex5l	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Ifitm3	Ifitm3	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ifitm3	Ifitm3	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc27a1	Slc27a1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Map3k7cl	Map3k7cl	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Clic5	Clic5	Single-cell sequencing
Mouse	Brain	Brain	Neuron	6330403K07Rik	6330403K07Rik	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Nkain4	Nkain4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Gsn	Gsn	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Ppapdc1a	Plpp4	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ly6c1	Ly6c1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Gja4	Gja4	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Gjc1	Gjc1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Brinp1	Brinp1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Tmem255b	Tmem255b	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Cdh5	Cdh5	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Smco3	Smco3	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Unc93b1	Unc93b1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Neu4	Neu4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Trim59	Trim59	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Chd3	Chd3	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Gpr37l1	Gpr37l1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Slc6a20a	Slc6a20a	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Pcsk1n	Pcsk1n	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Eltd1	Adgrl4	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Tyrobp	Tyrobp	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Tgfbr1	Tgfbr1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Agap2	Agap2	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Sox17	Sox17	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Tagln	Tagln	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Igfbp7	Igfbp7	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Slc6a11	Slc6a11	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Vegfa	Vegfa	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	3110035E14Rik	Vxn	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Cd53	Cd53	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Cd14	Cd14	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Ednrb	Ednrb	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Ly6c2	Ly6c2	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Pln	Pln	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Ifitm2	Ifitm2	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	P2ry14	P2ry14	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Cyth4	Cyth4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Slc1a1	Slc1a1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Gap43	Gap43	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Olig2	Olig2	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Tmem151a	Tmem151a	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Acvrl1	Acvrl1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Mal	Mal	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Rtn1	Rtn1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Sc4mol	Msmo1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Tpm1	Tpm1	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Map2	Map2	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Scg2	Scg2	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Hpgd	Hpgd	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Rlbp1	Rlbp1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte	Ttll7	Ttll7	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Selplg	Selplg	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Ahi1	Ahi1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	A930009A15Rik	A930009A15Rik	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Tril	Tril	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Gm13861	Gm13861	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Abcb1a	Abcb1a	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Itm2a	Itm2a	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Cxcl12	Cxcl12	Single-cell sequencing
Mouse	Brain	Brain	Neuron	Rasgef1a	Rasgef1a	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Rnase4	Rnase4	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Emid1	Emid1	Single-cell sequencing
Mouse	Brain	Brain	Astrocyte	Sdc4	Sdc4	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Slco1a4	Slco1a4	Single-cell sequencing
Mouse	Brain	Brain	Endothelial cell	Flt1	Flt1	Single-cell sequencing
Mouse	Brain	Brain	Oligodendrocyte precursor cell	Megf11	Megf11	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Zic1	Zic1	Single-cell sequencing
Mouse	Brain	Brain	Mural cell	Acta2	Acta2	Single-cell sequencing
Mouse	Brain	Brain	Microglial cell	Hpgds	Hpgds	Single-cell sequencing
